area,ss_code,type_sickness,GES_real_2007,GES_real_2008,GES_real_2009,GES_real_2010,GES_real_2011,GES_real_2012,GES_real_2013,GES_real_2014,GES_real_2015,GES_real_2016
Olmue  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,35497,  ,15679,  ,  ,  ,  ,  ,  
Olmue  ,52,ARTRITIS REUMATOIDEA,  ,  ,  ,  ,19117,  ,27400,  ,  ,  
Olmue  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,  ,235880,  ,  ,172301,  ,  ,  ,  ,  
Olmue  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,200363,404767,496051,310409,252478
Olmue  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,  ,  ,214448,360834,225113,  ,  
Olmue  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,32737,  ,  ,  ,  ,  ,  
Olmue  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,17601,73879,57288,63756
Osorno  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,  ,2316850,4105499,3559388,4035498,3444414,18079446,39179782,50760443,61434424
Osorno  ,2,CARDIOPATÍAS CONGÉNITAS OPERABLES EN MENORES DE 15 AÑOS,  ,370524,  ,  ,  ,  ,  ,  ,169368,165214
Osorno  ,3,CÁNCER CERVICOUTERINO,2176063,2888679,3162869,6016228,11245884,4415287,3310703,889089,6252001,6556804
Osorno  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,5226345,5251657,6981962,6628351,11100412,8677072,15039575,15621289,12780268,22782311
Osorno  ,5,INFARTO AGUDO DEL MIOCARDIO,  ,3382873,6221257,5649480,4966571,20779522,15168984,4602223,19338733,9525482
Osorno  ,6,DIABETES MELLITUS TIPO 1,2784258,5320748,7129725,3293966,3561043,2002066,3473243,4542832,7375314,9356695
Osorno  ,7,DIABETES MELLITUS TIPO 2,26559031,28103202,37529386,48602811,62771870,61316064,67980587,80679224,78025727,71903679
Osorno  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,22491592,15490721,32068149,22404727,55994469,58671843,72212468,19794417,17019313,26388727
Osorno  ,10,TRATAMIENTO QUIRÚRGICO DE ESCOLIOSIS EN PERSONAS MENORES DE 25 AÑOS,  ,92919,11109615,  ,  ,  ,  ,8989906,  ,  
Osorno  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,1937587,7878058,14507923,12728348,15073786,13201107,23534367,12410059,16521556,25389209
Osorno  ,12,ENDOPRÓTESIS TOTAL DE CADERA,118857,  ,5671066,  ,  ,9429959,9452884,13315803,8702639,6205192
Osorno  ,14,CÁNCER EN PERSONAS  MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,413164
Osorno  ,15,ESQUIZOFRENIA,2220855,994546,33682,2359746,  ,813579,13770266,7096160,3759704,2597165
Osorno  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,3016951,1040828,898352,23385165,632439,1437146,6247466,11675904,5023017,4204798
Osorno  ,17,LINFOMAS EN PERSONAS DE 15 AÑOS Y MÁS,6127183,15596330,71146132,4406572,30317465,41304714,104606174,66224006,46653276,26364838
Osorno  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,5941931,11457699,16755272,12584539,17768320,23598272,28814941,54634704,85234060,161787696
Osorno  ,19,INFECCIÓN RESPIRATORIA AGUDA (IRA) DE MANEJO AMBULATORIO EN PERSONAS MENORES DE 5 AÑOS,  ,  ,  ,  ,  ,3306,  ,  ,  ,65073
Osorno  ,20,NEUMONÍA ADQUIRIDA EN LA COMUNIDAD DE MANEJO AMBULARORIO EN PERSONAS DE 65 AÑOS Y MÁS,  ,49940,2953,727,,2410,903,1784,3631,  
Osorno  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,17522062,28520879,38319960,40736707,39359256,37234623,39601477,50637972,43576457,35049911
Osorno  ,22,EPILEPSIA NO REFRACTARIA EN PERSONAS DESDE 1 AÑO Y MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,223971
Osorno  ,23,SALUD ORAL INTEGRAL PARA NIÑOS Y NIÑAS DE 6 AÑOS,  ,  ,4860,  ,  ,  ,  ,103427,  ,755009
Osorno  ,24,PREVENCIÓN DEL PARTO PREMATURO,  ,  ,338821,137129,  ,  ,  ,  ,  ,62177
Osorno  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",4781219,  ,4460633,11820073,6451199,8588581,9091709,14620508,16258030,23428338
Osorno  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,7837442,12350821,9769199,30867501,29265197,21363415,23044463,18295315,31366252,43580396
Osorno  ,27,CÁNCER GÁSTRICO,125515,135923,  ,7184703,  ,3147651,  ,141545,  ,  
Osorno  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,4607669,4785121,11389538,4630460,10236684,14437537,8214946,19787146,12195685,29842948
Osorno  ,29,VICIOS DE REFRACCIÓN EN PERSONAS DE 65 AÑOS Y MÁS,26644,117858,38922,177448,268720,537733,74705,476431,232565,148662
Osorno  ,31,RETINOPATÍA DIABÉTICA,28902,88109,1806970,5182655,5465883,2413898,5681005,3919354,1456834,8835379
Osorno  ,32,DESPRENDIMIENTO DE RETINA REGMATÓGENO NO TRAUMÁTICO,  ,5876077,1747122,1733464,2856299,1451806,  ,  ,  ,2148944
Osorno  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,60930890,88177192,124313748,120821288,154303893,146539936,145198452,115735345,120585348,123177832
Osorno  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,  ,1575633,1602376,26198,  ,20758,248588,4020421,12355170,20329801
Osorno  ,36,ÓRTESIS (O AYUDAS TÉCNICAS) PARA PERSONAS DE 65 AÑOS Y MÁS,  ,28420,  ,  ,30762,  ,  ,  ,  ,22402
Osorno  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,191229,1020219,3793786,4897884,3897934,19746280,21131116,3073785,8855419,10527766
Osorno  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,141549,387894,992578,546518,1826698,2066107,3935999,6122292,5881994,4455079
Osorno  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,51131,  ,  ,  ,78725,2802130
Osorno  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",  ,252077,19250,811037,990702,626221,1346147,1790701,2339927,3309240
Osorno  ,42,HEMORRAGIA SUBARACNOIDEA SECUNDARIA A RUPTURA DE ANEURISMAS CEREBRALES,  ,  ,16126021,  ,  ,205399,  ,1910127,21402044,  
Osorno  ,43,TUMORES PRIMARIOS DEL SISTEMA NERVIOSO CENTRAL EN PERSONAS DE 15 AÑOS O MÁS,  ,4054459,1778218,  ,,8289397,16038676,1258194,10112384,13652113
Osorno  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,3367998,6131678,13015625,9286422,6856183,29105224,12445565,21524617,19461501,11943545
Osorno  ,45,LEUCEMIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,44660,111205,35412466,35944998,49333240,26132532,35774116,22104920
Osorno  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,50261,2277351,1928920,1564165,1514830,843859,568627,264969,975491,627193
Osorno  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,105325,1852109,1238623,699000,3681894,3429448,7167829,5419516,7770764,8837695
Osorno  ,48,POLITRAUMATIZADO GRAVE,  ,  ,  ,19486769,  ,  ,18200259,35849731,  ,3990246
Osorno  ,49,TRAUMATISMO CRÁNEO ENCEFÁLICO MODERADO O GRAVE,  ,2325003,  ,119085,  ,  ,  ,  ,  ,  
Osorno  ,52,ARTRITIS REUMATOIDEA,13377,2449276,5336246,6252850,7106226,7650256,9354604,8350154,8089274,8683171
Osorno  ,53,CONSUMO PERJUDICIAL O DEPENDENCIA DE RIESGO BAJO A MODERADO DE ALCOHOL Y DROGAS EN PERSONAS MENORES DE 20 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,115800
Osorno  ,54,ANALGESIA DEL PARTO,  ,  ,  ,190498,  ,  ,175822,201515,  ,  
Osorno  ,55,GRAN QUEMADO,  ,  ,  ,  ,  ,  ,  ,  ,  ,28800
Osorno  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,1502480,845627,3807676,3334109,4092361,1186761,1579857,1356179,1624446,1648690
Osorno  ,60,EPILEPSIA NO REFRACTARIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,24106,1621417,3674873,5770778,6705635
Osorno  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,776073,5378864,6446332,6573498,6630533,10631207,12183957
Osorno  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,1182483,3331059,4673630,7255778,8523080,8476427,11026385
Osorno  ,63,ARTRITIS IDIOPÁTICA JUVENIL,  ,  ,  ,  ,  ,  ,  ,  ,  ,637378
Osorno  ,64,PREVENCIÓN SECUNDARIA ENFERMEDAD RENAL CRÓNICA TERMINAL,  ,  ,  ,  ,  ,  ,  ,  ,27340,  
Osorno  ,65,DISPLASIA LUXANTE DE CADERAS,  ,  ,  ,  ,  ,  ,  ,  ,  ,34260
Osorno  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,852662,2425520,11686162,13686176,11673733,13014376,11543707
Osorno  ,67,ESCLEROSIS MÚLTIPLE  REMITENTE RECURRENTE,  ,  ,  ,  ,  ,  ,1956114,8358946,4660123,11313880
Osorno  ,68,HEPATITIS  CRÓNICA POR VIRUS HEPATITIS B,  ,  ,  ,3076217,4964975,3805695,3028890,5321434,4036383,4346843
Osorno  ,69,HEPATITIS C,  ,  ,  ,  ,  ,  ,  ,151969,  ,  
Osorno  ,70,CÁNCER COLORECTAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,33975827,46322226,13886207
Osorno  ,71,CÁNCER DE OVARIO EPITELIAL,  ,  ,  ,  ,  ,  ,11063368,2956000,514911,249273
Osorno  ,72,CÁNCER VESICAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,42634,14900771,2881832,7163867
Osorno  ,74,TRATAMIENTO QUIRÚRGICO DE LESIONES CRÓNICAS DE LA VÁLVULA AÓRTICA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,20015645,13556328,  
Osorno  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,24705767,79187023,93000595,92389963
Osorno  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,1157614,4809197,6565512,7294047
Osorno  ,78,LUPUS ERITEMATOSO SISTÉMICO,  ,  ,  ,  ,  ,  ,59190,1427869,578420,308822
Osorno  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,441089,1480823,902005,1031514
Ovalle  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,  ,3839333,8671888,6912782,7699876,5941349,1657760,  ,  ,  
Ovalle  ,3,CÁNCER CERVICOUTERINO,  ,  ,2969405,7224540,2013430,21091,32726,472398,23205,2287391
Ovalle  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,  ,691933,443973,  ,5229138,4039406,3238691,73533,1532304,6009220
Ovalle  ,5,INFARTO AGUDO DEL MIOCARDIO,  ,208502,1823559,127138,5781673,3597662,115896,227023,143261,107564
Ovalle  ,6,DIABETES MELLITUS TIPO 1,75616,127599,333037,1027607,2027642,3123524,2451603,1534565,1408098,623693
Ovalle  ,7,DIABETES MELLITUS TIPO 2,7642274,6348387,7001726,7391707,9260770,13371726,13953814,14994410,16832490,18664554
Ovalle  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,506934,6671730,6587304,7216968,6383754,10033722,3640004,230493,4025488,102290
Ovalle  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,4137708,6327646,6920833,6796392,  ,1832696,2722855,1611271,4089112,3493661
Ovalle  ,12,ENDOPRÓTESIS TOTAL DE CADERA,  ,  ,  ,  ,  ,  ,  ,4008373,5698,  
Ovalle  ,14,CÁNCER EN PERSONAS  MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,144050
Ovalle  ,15,ESQUIZOFRENIA,  ,  ,  ,  ,  ,  ,  ,  ,  ,82273
Ovalle  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,2504866,238996,543681,533629,1118150,366423,318502,475097,1025413,243097
Ovalle  ,17,LINFOMAS EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,388481,524369,376304,35075,  ,  ,  ,525833
Ovalle  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,8961774,10175433,14455403,12615670,6141659,6170744,6563424,12415686,13060187,12545675
Ovalle  ,19,INFECCIÓN RESPIRATORIA AGUDA (IRA) DE MANEJO AMBULATORIO EN PERSONAS MENORES DE 5 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,5262
Ovalle  ,20,NEUMONÍA ADQUIRIDA EN LA COMUNIDAD DE MANEJO AMBULARORIO EN PERSONAS DE 65 AÑOS Y MÁS,30992,  ,  ,  ,  ,  ,  ,  ,  ,  
Ovalle  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,1504520,1640197,1852401,2180523,1739296,2203009,2534507,2838181,3188409,2232075
Ovalle  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",  ,46460,  ,  ,121289,6243210,3087482,43827,  ,  
Ovalle  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,  ,749923,1278191,3372465,4774394,4132346,1919232,1192209,6750946,6140298
Ovalle  ,27,CÁNCER GÁSTRICO,  ,  ,  ,  ,  ,56553,4830698,  ,  ,  
Ovalle  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,  ,149364,2959194,836364,4068489,504928,262344,448915,1638207,7382478
Ovalle  ,29,VICIOS DE REFRACCIÓN EN PERSONAS DE 65 AÑOS Y MÁS,25799,14710,  ,  ,10095,  ,  ,6823,115821,15850
Ovalle  ,30,ESTRABISMO EN PERSONAS MENORES DE 9 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,14576
Ovalle  ,31,RETINOPATÍA DIABÉTICA,183869,253540,764736,  ,  ,2127350,1003654,210918,158420,42010
Ovalle  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,9820396,6805836,9615907,9639205,9410562,8336678,7315872,6048323,6730244,7099510
Ovalle  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,1904919,544560,  ,  ,1927963,  ,2744147,164096,160373,  
Ovalle  ,36,ÓRTESIS (O AYUDAS TÉCNICAS) PARA PERSONAS DE 65 AÑOS Y MÁS,131550,807467,  ,101540,  ,  ,66449,  ,  ,  
Ovalle  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,2264682,19563,  ,3121810,2418087,  ,  ,5661211
Ovalle  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,  ,  ,  ,  ,53757,122251,  ,220267,267334,46434
Ovalle  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,34866
Ovalle  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",85791,84260,3741,9545,34169,120325,183903,570757,326136,2063
Ovalle  ,42,HEMORRAGIA SUBARACNOIDEA SECUNDARIA A RUPTURA DE ANEURISMAS CEREBRALES,31080955,  ,13545196,24576,  ,  ,,  ,  ,  
Ovalle  ,43,TUMORES PRIMARIOS DEL SISTEMA NERVIOSO CENTRAL EN PERSONAS DE 15 AÑOS O MÁS,  ,  ,  ,  ,  ,  ,  ,  ,  ,
Ovalle  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,  ,4675817,4143559,  ,2691890,3690497,3061651,5002767,1698903,4617846
Ovalle  ,45,LEUCEMIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,121434735,  ,  ,  ,  ,  ,  
Ovalle  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,  ,  ,6670,42201,19525,54049,72262,  ,  
Ovalle  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,  ,  ,  ,  ,  ,  ,,25400,  
Ovalle  ,48,POLITRAUMATIZADO GRAVE,  ,  ,  ,  ,  ,  ,  ,  ,78473539,  
Ovalle  ,49,TRAUMATISMO CRÁNEO ENCEFÁLICO MODERADO O GRAVE,  ,  ,  ,  ,  ,  ,  ,  ,19043889,  
Ovalle  ,50,TRAUMA OCULAR GRAVE,  ,  ,97554,  ,  ,  ,  ,  ,  ,  
Ovalle  ,52,ARTRITIS REUMATOIDEA,  ,457789,621637,826116,1167691,1265338,1304488,1268543,1050200,1262886
Ovalle  ,56,HIPOACUSIA BILATERAL EN PERSONAS DE 65 AÑOS Y MÁS QUE REQUIEREN USO DE AUDÍFONO,  ,232083,534801,619305,249712,166346,  ,  ,360798,194500
Ovalle  ,60,EPILEPSIA NO REFRACTARIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,24453,  ,159623,345815,479797,77787,177311
Ovalle  ,61,ASMA BRONQUIAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,202899,221634,867415,1462536,1268066,1324477,873257
Ovalle  ,62,ENFERMEDAD DE PARKINSON,  ,  ,  ,125950,419676,380202,278056,193177,295133,1160242
Ovalle  ,64,PREVENCIÓN SECUNDARIA ENFERMEDAD RENAL CRÓNICA TERMINAL,  ,  ,  ,  ,  ,  ,  ,15573,  ,  
Ovalle  ,66,SALUD ORAL INTEGRAL DE LA EMBARAZADA,  ,  ,  ,  ,121132,738200,226484,902378,268481,413627
Ovalle  ,67,ESCLEROSIS MÚLTIPLE  REMITENTE RECURRENTE,  ,  ,  ,  ,  ,8009971,641929,17750349,19175800,20209372
Ovalle  ,70,CÁNCER COLORECTAL EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,295929,12874628,16270573
Ovalle  ,74,TRATAMIENTO QUIRÚRGICO DE LESIONES CRÓNICAS DE LA VÁLVULA AÓRTICA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,  ,11276570,  ,  
Ovalle  ,75,TRASTORNO BIPOLAR EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,1059658,1240111,1032190,2747894
Ovalle  ,76,HIPOTIROIDISMO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,116037,444002,629917,1044766
Ovalle  ,78,LUPUS ERITEMATOSO SISTÉMICO,  ,  ,  ,  ,  ,  ,  ,  ,197346,550912
Ovalle  ,80,TRATAMIENTO DE ERRADICACIÓN DEL HELICOBACTER PYLORI,  ,  ,  ,  ,  ,  ,17336,  ,18361,169175
Padre Hurtado  ,1,ENFERMEDAD RENAL CRÓNICA ETAPAS 4 Y 5,  ,  ,  ,  ,10907548,12675221,11080505,16961972,34409733,18660238
Padre Hurtado  ,2,CARDIOPATÍAS CONGÉNITAS OPERABLES EN MENORES DE 15 AÑOS,  ,  ,68911,  ,  ,  ,  ,  ,  ,  
Padre Hurtado  ,3,CÁNCER CERVICOUTERINO,473189,125859,829326,57052,  ,901760,223641,751603,3661044,2149813
Padre Hurtado  ,4,ALIVIO DEL DOLOR  Y CUIDADOS PALIATIVOS POR CÁNCER AVANZADO,336846,  ,736933,8699953,2505897,819894,  ,1335367,1285601,  
Padre Hurtado  ,5,INFARTO AGUDO DEL MIOCARDIO,  ,111667,  ,1234685,91171,211699,231649,700336,373518,5871309
Padre Hurtado  ,6,DIABETES MELLITUS TIPO 1,  ,  ,  ,  ,  ,769581,333932,560869,280467,1948280
Padre Hurtado  ,7,DIABETES MELLITUS TIPO 2,2308472,4883759,7602315,7043451,12268515,16401539,14659986,21779937,21575637,25460360
Padre Hurtado  ,8,CÁNCER DE MAMA EN PERSONAS DE 15 AÑOS Y MAS,2758884,861303,1218837,271918,  ,176093,11577574,17215902,5583803,18604921
Padre Hurtado  ,11,TRATAMIENTO QUIRÚRGICO DE CATARATAS,903964,1040658,1627911,  ,2187483,489746,226619,1115224,1812248,  
Padre Hurtado  ,14,CÁNCER EN PERSONAS  MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,2623083
Padre Hurtado  ,15,ESQUIZOFRENIA,  ,  ,  ,  ,  ,  ,455882,10089362,  ,9322
Padre Hurtado  ,16,CÁNCER DE TESTÍCULO EN PERSONAS DE 15 AÑOS Y MAS,  ,  ,1429353,929867,  ,413903,7244762,10089238,10987090,1764528
Padre Hurtado  ,17,LINFOMAS EN PERSONAS DE 15 AÑOS Y MÁS,28427484,17248110,986665,778314,475303,461387,13168,1167776,17120,18123711
Padre Hurtado  ,18,SÍNDROME DE LA INMUNODEFICIENCIA ADQUIRIDA VIH/SIDA,3723108,7725948,16085287,24624741,26092223,35191369,46006040,69280126,92170178,101863485
Padre Hurtado  ,19,INFECCIÓN RESPIRATORIA AGUDA (IRA) DE MANEJO AMBULATORIO EN PERSONAS MENORES DE 5 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,308448
Padre Hurtado  ,20,NEUMONÍA ADQUIRIDA EN LA COMUNIDAD DE MANEJO AMBULARORIO EN PERSONAS DE 65 AÑOS Y MÁS,  ,  ,  ,  ,  ,  ,11459,  ,,18068
Padre Hurtado  ,21,HIPERTENSIÓN ARTERIAL PRIMARIA O ESENCIAL EN PERSONAS DE 15 AÑOS Y MAS,2186817,3963693,3560091,4180190,4543900,5541268,6987340,9939511,10803227,9919590
Padre Hurtado  ,22,EPILEPSIA NO REFRACTARIA EN PERSONAS DESDE 1 AÑO Y MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,148690
Padre Hurtado  ,23,SALUD ORAL INTEGRAL PARA NIÑOS Y NIÑAS DE 6 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,609597
Padre Hurtado  ,24,PREVENCIÓN DEL PARTO PREMATURO,  ,  ,  ,  ,477996,8528439,3427525,15157362,1496009,950280
Padre Hurtado  ,25,"TRASTORNOS DE GENERACIÓN DEL IMPULSO Y CONDUCCIÓN EN PERSONAS DE 15 AÑOS Y MÁS, QUE REQUIEREN MARCAPASO",3369092,  ,  ,11108,3567193,154202,  ,2284044,4529939,46024
Padre Hurtado  ,26,COLECISTECTOMÍA PREVENTIVA DEL CÁNCER DE VESÍCULA EN PERSONAS DE 35 A 49 AÑOS,  ,14997,2893496,4591973,8074,  ,1383391,1115413,2541287,5753106
Padre Hurtado  ,27,CÁNCER GÁSTRICO,  ,  ,  ,  ,6714873,  ,  ,29014,5976217,1586583
Padre Hurtado  ,28,CÁNCER DE PRÓSTATA EN PERSONAS DE 15 AÑOS Y MÁS,  ,2033043,1418930,80903,5223648,211039,10988124,5176472,3748076,9470169
Padre Hurtado  ,29,VICIOS DE REFRACCIÓN EN PERSONAS DE 65 AÑOS Y MÁS,  ,39108,36801,84380,  ,22857,26538,64544,6538,43160
Padre Hurtado  ,30,ESTRABISMO EN PERSONAS MENORES DE 9 AÑOS,  ,  ,  ,  ,  ,  ,,  ,  ,147541
Padre Hurtado  ,31,RETINOPATÍA DIABÉTICA,  ,  ,739700,1087693,127101,1442682,2129753,776554,121010,938480
Padre Hurtado  ,32,DESPRENDIMIENTO DE RETINA REGMATÓGENO NO TRAUMÁTICO,  ,  ,  ,  ,  ,14082,954592,  ,  ,20456
Padre Hurtado  ,34,DEPRESIÓN EN PERSONAS DE 15 AÑOS Y MÁS,5128787,11163988,13963913,16707200,11727822,9698895,24738434,19662238,22769169,17569650
Padre Hurtado  ,35,TRATAMIENTO DE LA HIPERPLASIA BENIGNA DE LA PRÓSTATA EN PERSONAS SINTOMÁTICAS,  ,799638,  ,  ,1752926,1572150,2143784,56459,401552,5824530
Padre Hurtado  ,37,ACCIDENTE CEREBROVASCULAR ISQUÉMICO EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,  ,44092,30106,4647885,15161,15598,1966044
Padre Hurtado  ,38,ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA DE TRATAMIENTO AMBULATORIO,302529,184989,99237,335479,553069,1385033,172984,72894,207743,405096
Padre Hurtado  ,39,ASMA BRONQUIAL MODERADA Y GRAVE EN MENORES DE 15 AÑOS,  ,  ,  ,  ,  ,  ,  ,  ,  ,598302
Padre Hurtado  ,41,"TRATAMIENTO MÉDICO EN PERSONAS DE 55 AÑOS Y MÁS CON ARTROSIS DE CADERA Y/O RODILLA, LEVE O MODERADA",201826,  ,415636,1396152,3016387,1709135,1835306,2693616,3043710,2691812
Padre Hurtado  ,42,HEMORRAGIA SUBARACNOIDEA SECUNDARIA A RUPTURA DE ANEURISMAS CEREBRALES,  ,  ,  ,  ,  ,  ,  ,  ,26901271,98880
Padre Hurtado  ,43,TUMORES PRIMARIOS DEL SISTEMA NERVIOSO CENTRAL EN PERSONAS DE 15 AÑOS O MÁS,  ,  ,  ,  ,9539007,  ,17878044,18376778,30879240,11463018
Padre Hurtado  ,44,TRATAMIENTO QUIRÚRGICO DE HERNIA DEL NÚCLEO PULPOSO LUMBAR,1838894,1139958,25182,  ,3384953,3659420,5720186,11702569,3727666,6276023
Padre Hurtado  ,45,LEUCEMIA EN PERSONAS DE 15 AÑOS Y MÁS,  ,  ,  ,210152,3644071,12205082,31294399,54317741,45781177,10892539
Padre Hurtado  ,46,URGENCIA ODONTOLÓGICA AMBULATORIA,  ,802886,454238,248150,315770,374865,328454,115776,28587,20964
Padre Hurtado  ,47,SALUD ORAL INTEGRAL DEL ADULTO DE 60 AÑOS,  ,  ,  ,  ,1739576,  ,443519,  ,  ,874084
